species_name,alt_name,coun_iso,description,common_name,class,order,family,genus,species,subspecies,fish,fillet,bones,head,eyes,viscera,skin,dorsal,ventral,fin,roe,liver,leg,othpart,othpart_sp,lean,fatty,young,farmed,habcat,depmin,depmax,range,maxlen,lencat,a_lw,b_lw,troph,protein,fat,iron,zinc,vita,vitb12,vitd,kcal,fac_sat,fac_mon,fac_pol,fac3_pol,fac6_pol,chol,lysine,trigly,retinol,notes
Girella_punctata,,JPN/KOR,Girella,Girella,Actinopterygii,Perciformes,Kyphosidae,Girella,punctata,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,0,30,Temperate,50,Medium (30-90 cm),0.01584893,3.03,2.86,19.8,2.95,0.7,0.9,55,1.8,1,111.5,1.17,1.09,1.01,0.84,0.17,56,NA,NA,30.5,average of two from different FCTs
Glossanodon_semifasciatus,,JPN/KOR,Deepsea smelt,Deep-sea smelt,Actinopterygii,Salmoniformes,Argentinidae,Glossanodon,semifasciatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,70,1017,Temperate,25.62,Small (<30 cm),0.003890451,3.14,3.14,18.7,1.2,0.4,0.4,75,3.4,0,91,0.25,0.23,0.35,0.32,0.04,120,NA,NA,75,average of two from different FCTs
Glossogobius_giuris,,BGD,Goby; Tank goby; raw,Tank Goby,Actinopterygii,Perciformes,Gobiidae,Glossogobius,giuris,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,0,5,Tropical,50,Small (<30 cm),0.00871,3.06,3.7,14.7,2.5,1.2,0.93,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Glyptocephalus_stelleri,,KOR,Blackfin flounder,Blackfin flounder,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,stelleri,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,TRUE,Reef,8,1600,Temperate,52,Small (<30 cm),0.00575,3.09,3.2,18.2,0.4,0.6,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Xenocephalus_elongatus,Gnathagnus_elongatus,KOR,Blue-spotted stargazer,Blue-spotted stargazer,Actinopterygii,Perciformes,Uranoscopidae,Gnathagnus,elongatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic,35,440,,30,Small (<30 cm),0.00417,3.08,4.3,17.4,0.2,0.4,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,0,
Gnathopogon_caerulescens,,JPN,Fish; willow shiner; raw,Willow Shiner,Actinopterygii,Cypriniformes,Cyprinidae,Gnathopogon,caerulescens,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Temperate,9.89,Small (<30 cm),0.008317639,3.14,3.23,17.5,4.1,1.3,3.4,250,9,5,113,0.82,1.23,1.06,0.69,0.36,210,NA,NA,250,
Cheilodactylus_quadricornis,Goniistius_quadricornis,KOR,Black-barred morwong,Black-barred morwong,Actinopterygii,Perciformes,Cheilodactylidae,Goniistius,quadricornis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,NA,NA,Temperate,40,Small (<30 cm),0.01175,3.02,2.7,19.2,3.1,1.3,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,15,
Cheilodactylus_zonatus,Goniistius_zonatus,KOR,Whitespot-tail morwong,Spottedtail morwong,Actinopterygii,Scorpaeniformes,Scorpaenidae,Goniistius,zonatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Tropical,45,Small (<30 cm),0.01175,3.02,3.3,19.8,2.3,1.3,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,15,
Gudusia_chapra,,BGD,Indian river shad; raw,Indian River Shad,Actinopterygii,Clupeiformes,Clupeidae,Gudusia,chapra,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,NA,NA,NA,NA,Pelagic,NA,NA,Subtropical,20,Small (<30 cm),0.0123,3.04,3.1,15.4,4.9,4.8,1.97,6,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,6,
Gymnocanthus_herzensteini,,KOR,Black edged sculpin,Black edged sculpin,Actinopterygii,Scorpaeniformes,Cottidae,Gymnocanthus,herzensteini,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,300,Temperate,32,Small (<30 cm),0.00661,3.17,3.3,19.5,0.9,2.5,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Halieutaea_stellata,,KOR,Red bat fish,Minipizza bat fish,Actinopterygii,Lophiiformes,Ogcocephalidae,Halieutaea,stellata,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,50,400,Tropical,30,Small (<30 cm),0.01,3.04,3.5,15.8,0.5,1,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,0,
Hapalogenys_analis,Hapalogenys_mucronatus,KOR,Belted beard,Broadbanded velvetchin,Actinopterygii,Perciformes,Haemulidae,Hapalogenys,mucronatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,20,100,Tropical,20.1,Small (<30 cm),0.01995,3.01,4.1,18.5,2.6,1.1,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,21,
Hapalogenys_nigripinnis,,KOR,Beard grunt,Short barbeled velvetchin,Actinopterygii,Perciformes,Haemulidae,Hapalogenys,nigripinnis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Temperate,40,Small (<30 cm),0.01995,3.01,4,19,2.3,1.3,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,18,
Helicolenus_dactylopterus_labillei,,ARG,Blackbelly rosefish; fresh; raw; meat,Blackbelly Rosefish,Actinopterygii,Scorpaeniformes,Scorpaenidae,Helicolenus,dactylopterus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Bathydemersal,50,1100,Temperate,47,Small (<30 cm),0.01096,3.09,3.5,17.1,4.5,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Helicolenus_hilgendorfii,,KOR,Hilgendorf saucord; Rosefish,Hilgendorf saucord; Rosefish,Actinopterygii,Scorpaeniformes,Scorpaenidae,Helicolenus,hilgendorfi,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,150,500,Temperate,27,Small (<30 cm),0.01047,3.07,3.2,16.7,3.9,0.7,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hemibarbus_labeo,,KOR,Skin carp,Barbel steed,Actinopterygii,Cypriniformes,Cyprinidae,Hemibarbus,labeo,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,5,20,Temperate,62,Medium (30-90 cm),0.00631,3.08,3.5,17.3,3,1,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,14,
Hemibarbus_longirostris,,KOR,Long-nose barbel,Long-nose barbel,Actinopterygii,Cypriniformes,Cyprinidae,Hemibarbus,longirostris,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Temperate,20,Small (<30 cm),0.0049,3.2,3.3,17.7,1.5,1.4,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,8,
Hemitripterus_villosus,,KOR,Shaggy sea raven,Shaggy sea raven,Actinopterygii,Scorpaeniformes,Hemitripteridae,Hemitripterus,villosus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,550,Temperate,35,Small (<30 cm),0.01096,3.06,4.3,18.6,1.8,0.5,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,5,
Henicorhynchus_siamensis,,KHM,Fish; Siamese mud carp; raw,Siamese Mud Carp,Actinopterygii,Cypriniformes,Cyprinidae,Henicorhynchus,siamensis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Tropical,20,Small (<30 cm),0.00977,2.97,2,6.25,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Heteropneustes_fossilis,,BGD,Stinging catfish; raw,Stinging Catfish,Actinopterygii,Siluriformes,Heteropneustidae,Heteropneustes,fossilis,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Tropical,30,Small (<30 cm),0.00398,3.13,3.6,17.2,3.5,2.1,0.55,16,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,15,
Heteropriacanthus_cruentatus,,KOR,Bull-eye,Glasseye,Actinopterygii,Perciformes,Priacanthidae,Heteropriacanthus,cruentatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,3,300,Subtropical,50.7,Small (<30 cm),0.01698,2.9,3.6,18,2.2,1.1,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,12,
Hexagrammos_agrammus,,KOR,Spottybelly greenling,Spottybelly greenling,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,agrammus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Temperate,30,Small (<30 cm),0.00891,3.1,3.3,17.5,1.3,2.9,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,8,
Hexagrammos_octogrammus,,KOR,Masked greenling,Masked greenling,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,octogrammus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,200,Temperate,42,Small (<30 cm),0.00389,3.12,3.5,17.5,1.2,1.8,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,9,
Hexagrammos_otakii,,JPN/KOR,Fat greenling,Fat greenling,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,otakii,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,139,155,Temperate,57,Medium (30-90 cm),NA,NA,3.8,20.05,3.2,0.35,0.5,6,2.2,9,116,0.76,1.05,0.99,0.85,0.11,76,NA,NA,6,average of two from different FCTs
Hime_japonica,,KOR,Japanese thread-sail fish,Hime japonica,Actinopterygii,Aulopiformes,Aulopidae,Aulopus,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,85,510,Tropical,22.3,Small (<30 cm),NA,NA,4,20.9,1.1,1,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,6,
Hippoglossus_stenolepis,,JPN,Fish; Pacific halibut; raw,Pacific Halibut,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,1200,Temperate,267,Large (>=90 cm),0.007079456,3.1,4.14,19.9,1.7,0.1,0.5,13,2.1,3,100,0.27,0.53,0.39,0.35,0.04,49,NA,NA,13,
Histiopterus_typus,,KOR,Boarfish,Sailfin armourhead,Actinopterygii,Perciformes,Pentacerotidae,Histiopterus,typus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,40,421,,42,Small (<30 cm),0.01995,3.01,3.5,19.3,1.6,1.2,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,8,
Hoplias_malabaricus,,ARG,Trahira; fresh; raw; meat,Trahira,Actinopterygii,Characiformes,Erythrinidae,Hoplias,malabaricus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Tropical,55.2,Small (<30 cm),0.00851,3.13,4.5,18.1,0.6,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hoplobrotula_armata,,KOR,Armored weasel-fish,Armored weasel-fish,Actinopterygii,Ophidiiformes,Ophidiidae,Hoplobrotula,armata,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Bathydemersal,200,350,,70,Medium (30-90 cm),0.00407,3.12,4,18.2,0.7,1,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,3,
Hime_japonica,Hypomesus_japonicus,JPN,Fish; Japanese Surf smelt; raw,Japanese Surf Smelt,Actinopterygii,Osmeriformes,Osmeridae,Hypomesus,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,50,Temperate,25,Small (<30 cm),0.004168693,3.12,3.23,19.5,0.6,0.3,1.3,4,5.4,1,88,0.09,0.08,0.2,0.19,0.01,89,NA,NA,4,
Hypomesus_nipponensis,,JPN,Fish; Japanese smelt*; raw_*Syn. Pond smelt_,Japanese Smelt/Pond Smelt,Actinopterygii,Osmeriformes,Osmeridae,Hypomesus,nipponensis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,NA,NA,Tropical,17,Small (<30 cm),0.004168693,3.12,3.2,14.4,1.7,0.9,2,99,7.9,2,77,0.29,0.32,0.56,0.45,0.09,210,NA,NA,99,
Hypomesus_olidus,,KOR,Pond smelt,Pond smelt,Actinopterygii,Salmoniformes,Osmeridae,Hypomesus,olidus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,10,NA,Boreal,20,Small (<30 cm),0.00407,3.12,3.2,18.4,0.8,0.9,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,12,
Hypophthalmichthys_molitrix,,BGD/KOR,Silver big-head carp,Silver big-head carp,Actinopterygii,Cypriniformes,Cyprinidae,Hypophthalmichthys,molitrix,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,0,20,Subtropical,105,Small (<30 cm),0.01148,3.06,2,18.25,3.4,1.35,0.28,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,average of two from different FCTs
Hypophthalmichthys_nobilis,,KOR,Big-head carp,Big-head carp,Actinopterygii,Cypriniformes,Cyprinidae,Aristichthys,nobilis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,5,NA,Temperate,146,Medium (30-90 cm),0.01413,3.04,2.8,17.5,2.1,1.2,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,11,
Hypoptychus_dybowskii,,KOR,Naked sand lance,Korean sandlance,Actinopterygii,Gasterosteiformes,Hypoptychidae,Hypoptychus,dybowskii,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Temperate,10,Small (<30 cm),0.00389,3.12,3.3,21.5,3.4,1.7,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,12,
Hyporhamphus_sajori,,JPN/KOR,Half beak,Half beak,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus,sajori,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic,30,50,Temperate,40,Medium (30-90 cm),0.002344228,3.16,3.4,18.7,1.5,1.9,1.9,0,5.5,3,94.5,0.26,0.21,0.42,0.37,0.05,100,NA,NA,4,average of two from different FCTs
Ilisha_elongata,,KOR,Slender shad,Elongate ilisha,Actinopterygii,Clupeiformes,Pristigasteridae,Ilisha,elongata,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,5,NA,Tropical,60,Medium (30-90 cm),0.00891,3.04,3.8,20.1,4.7,0.8,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,14,
Inimicus_japonicus,,JPN/KOR,Devil stingfish,Devil stingfish,Actinopterygii,Scorpaeniformes,Synanceiidae,Inimicus,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,10,200,Tropical,29,Small (<30 cm),NA,NA,4.2,19.05,0.3,0.5,0.7,2,0.6,1,84.5,0.03,0.02,0.05,0.04,0.01,75,NA,NA,1,average of two from different FCTs
Johnius_grypotus,,KOR,Corvina,Corvina,Actinopterygii,Perciformes,Sciaenidae,Johnius,grypotus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,25,110,Tropical,13.7,Small (<30 cm),0.00832,3.09,3.4,15.2,2.5,2.6,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Carangoides_equula,Kaiwarinus_equula,KOR,Horse kingfish,Whitefin trevally,Actinopterygii,Perciformes,Carangidae,Kaiwarinus,equula,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,64,226,Tropical,50,Small (<30 cm),0.01445,2.92,4,19.6,3,1,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,15,
Kareius_bicoloratus,,KOR,Stone flounder,Stone flounder,Actinopterygii,Pleuronectiformes,Pleuronectidae,Kareius,bicoloratus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,150,Temperate,50,Small (<30 cm),0.00759,3.06,3.7,20,0.6,0.2,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,9,
Katsuwonus_pelamis,,JPN/KOR,"Skipjack tuna, raw",Skipjack tuna,Actinopterygii,Perciformes,Scombridae,Katsuwonus,pelamis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,260,Tropical,122.1,Medium (30-90 cm),0.01096478,3.11,4.43,25.45,4,1.85,0.9,20,8.6,9,146,1.5,1.33,1.84,1.57,0.24,58,NA,NA,16,average of two from different FCTs
Konosirus_punctatus,,JPN/KOR,Gizzard shad,Gizzard shad,Actinopterygii,Clupeiformes,Clupeidae,Konosirus,punctatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,50,Subtropical,32,Small (<30 cm),0.01202265,3.02,2.87,19.1,5.5,1.25,0.7,0,10.2,9,133.5,2.29,2.51,1.95,1.5,0.08,68,NA,NA,0,average of two from different FCTs
Labeo_bata,,BGD,Bata; raw,Bata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,bata,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Tropical,61,Small (<30 cm),0.01023,3.01,NA,15.9,4.7,1.2,0.94,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Labeo_calbasu,,BGD,Calbasu; without bones; raw,Orangefin Labeo,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,calbasu,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,10,Tropical,90,Medium (30-90 cm),0.01288,3.04,2,17,3,1.1,0.36,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Labeo_gonius,,BGD,Kuria labeo; without bones; raw ,Kuria Labeo,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,gonius,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Tropical,150,Medium (30-90 cm),0.00468,3.11,NA,17.6,4.3,0.3,0.06,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Labeo_rohita,,BGD,Rohu; without bones; raw,Roho Labeo,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,rohita,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,5,NA,Tropical,200,Medium (30-90 cm),0.01,3.01,2.2,20.6,2.6,0.4,1.13,4,NA,NA,105,0.9,0.7,0.7,NA,NA,NA,NA,NA,3,Selected the one without bones
Labracoglossa_argenteiventris,,JPN,Fish; yellowstriped butterfish; raw,Yellowstriped butterfish,Actinopterygii,Perciformes,Kyphosidae,Labracoglossa,argentiventris,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,NA,NA,Tropical,20,Small (<30 cm),0.01479,3,3.4,18.7,9,0.6,1.3,16,2,4,164,2.71,2.17,2.16,1.74,0.35,70,NA,NA,16,
Lagocephalus_lunaris,,KOR,Chestunt puffer,Lunartail puffer,Actinopterygii,Tetraodontiformes,Tetraodontidae,Lagocephalus,lunaris,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Tropical,45,Small (<30 cm),0.02512,2.89,3.7,17.3,0.7,1,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Larimichthys_crocea,,KOR,Large yellow croaker,Large yellow croaker,Actinopterygii,Perciformes,Sciaenidae,Larimichthys,crocea,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,0,120,Temperate,80,Medium (30-90 cm),0.00832,3.09,3.7,17.2,3.4,1.2,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,6,
Larimichthys_polyactis,,KOR,Yellow croaker; raw,Yellow croaker ,Actinopterygii,Perciformes,Sciaenidae,Larimichthys,polyactis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,120,Subtropical,40,Small (<30 cm),0.01318,3.03,3.6,15.8,9.5,0.5,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,177,
Lateolabrax_japonicus,,JPN/KOR,Common sea bass,Common sea bass,Actinopterygii,Perciformes,Percichthyidae,Lateolabrax,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,5,50,Subtropical,102,Small (<30 cm),0.02238721,2.95,3.36,18.83333333,3.766666667,0.8,0.5,180,2,10,116,1.04,1.2,1.08,0.87,0.13,67,NA,NA,108,average of 3 from two different FCTs
Lates_calcarifer,,BGD,Giant sea perch; without bones; raw,Barramundi,Actinopterygii,Perciformes,Centropomidae,Lates,calcarifer,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,10,40,Tropical,200,Medium (30-90 cm),0.00912,3.02,3.8,18.6,2.5,1,0.16,8,NA,1.5,96,NA,NA,NA,NA,NA,NA,1634,NA,8,
Lepidopsetta_mochigarei,,KOR,Dusky sole,Dusky sole,Actinopterygii,Pleuronectiformes,Pleuronectidae,Lepidopsetta,mochigarei,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Temperate,40,Small (<30 cm),0.00891,3.09,3.2,16.8,1.4,1.2,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,6,
