species_name,alt_name,coun_iso,description,common_name,class,order,family,genus,species,subspecies,fish,fillet,bones,head,eyes,viscera,skin,dorsal,ventral,fin,roe,liver,leg,othpart,othpart_sp,lean,fatty,young,farmed,habcat,depmin,depmax,range,maxlen,lencat,a_lw,b_lw,troph,protein,fat,iron,zinc,vita,vitb12,vitd,kcal,fac_sat,fac_mon,fac_pol,fac3_pol,fac6_pol,chol,lysine,trigly,retinol,notes
Ammodytes_personatus,,JPN/KOR,Sandlance,Sandlance,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,personatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,50,Temperate,18.3,Small (<30 cm),0.009332543,3.19,3.09,16.6,5.15,7.9,3.9,200,11,21,119.5,1.13,1.03,1.61,1.41,0.11,200,NA,NA,137.5,average of two from different FCTs
Anabas_testudineus,,KHM,Climbing perch; raw,Climbing Perch,Actinopterygii,Perciformes,Anabantidae,Anabas,testudineus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,NA,Tropical,25,Small (<30 cm),0.0263,2.91,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other excluded because different varieties, not sure which one to average"
Anchoa_compressa,,KOR,Deep-bodied anchovy,Deep-bodied anchovy,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,compressa,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,50,Subtropical,13.3,Small (<30 cm),0.00501,3.15,3.4,16.9,10.1,1.4,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anguilla_japonica,,JPN/KOR,"Eel, raw",Eel,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,japonica,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,1,400,Subtropical,150,Medium (30-90 cm),0.000707946,3.18,3.55,15.75,18.2,1.05,1.4,2400,3.5,18,239,4.12,8.44,2.89,2.42,0.39,230,NA,NA,1725,average of two from different FCTs
Anoplopoma_fimbria,,JPN/KOR,Sablefish,Sablefish,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,fimbria,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Bathydemersal,175,2740,Temperate,120,Medium (30-90 cm),0.01122018,2.98,3.84,13.35,13.25,1.25,0.3,1500,2.8,3.5,181,4.5,9.87,1.59,1.13,0.29,50,NA,NA,1500,average of two from different FCTs
Arctoscopus_japonicus,,JPN,Fish; sailfin sandfish*; raw_*Syn. sandfish_,Sailfin Sandfish/Sandfish,Actinopterygii,Perciformes,Trichodontidae,Arctoscopus,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Bathydemersal,0,550,Boreal,30,Small (<30 cm),0.01122018,3.04,3.51,14.1,5.7,0.5,0.6,20,1.7,2,113,1.02,1.91,1.49,1.35,0.15,100,NA,NA,20,
Argyrops_bleekeri,,KOR,Taiwan tai,Taiwan tai,Actinopterygii,Perciformes,Sparidae,Argyrops,bleekeri,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Tropical,40,Small (<30 cm),0.02291,2.93,3.8,17.8,2.7,9.1,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Auxis_rochei,,KOR,Frigate mackerel,Frigate mackerel,Actinopterygii,Perciformes,Scombridae,Auxis,rochei,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,10,NA,Tropical,50,Medium (30-90 cm),0.00933,3.06,4.3,24.1,5.9,1.7,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,8,
Auxis_thazard,,KOR,Bullet mackerel,Bullet mackerel,Actinopterygii,Perciformes,Scombridae,Auxis,thazard,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,50,NA,Tropical,65,Medium (30-90 cm),0.00933,3.06,4.4,23.4,7.3,1.9,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,15,
Bagrus_bajad,,,Bayad; raw,Bayad,Actinopterygii,Siluriformes,Bagridae,Bagrus,bajad,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,60,Tropical,112,Medium (30-90 cm),0.00955,3,4,27.5,1.1,1.1,0.73,9,2.8,0.8,120,NA,NA,NA,NA,NA,NA,NA,NA,9,
Banjos_banjos,,KOR,Banjo fish,Banjo fish,Actinopterygii,Perciformes,Banjosidae,Banjos,banjos,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,50,400,Tropical,20,Small (<30 cm),0.01995,3.01,4,20.8,0.9,1.4,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,11,
Barbonymus_gonionotus,,KHM,Common silver barb; raw,Silver Barb,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,gonionotus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,15,NA,Tropical,40.5,Small (<30 cm),0.01514,2.9,2.4,6.25,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bero_elegans,,KOR,Elegant sculpin,Elegant sculpin,Actinopterygii,Scorpaeniformes,Cottidae,Bero,elegans,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,40,Temperate,20,Small (<30 cm),0.00661,3.17,3.4,19.5,0.4,0.9,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,0,
Beryx_decadactylus,,KOR,Broad alfonsino,Broad alfonsino,Actinopterygii,Beryciformes,Berycidae,Beryx,decadactylus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Bathydemersal,110,1000,Subtropical,100,Medium (30-90 cm),0.01445,3.08,4.1,18.5,4.5,2,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,15,
Beryx_splendens,,JPN,Fish; splendid alfonsino*; raw_*Syn. alfonsino_,Splended Alfonsino,Actinopterygii,Beryciformes,Berycidae,Beryx,splendens,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,25,1300,Subtropical,70,Medium (30-90 cm),0.0162181,3.06,4.27,17.8,9,0.3,0.3,63,1.1,2,160,2.15,3.8,1.6,1.37,0.22,60,NA,NA,63,
Bodianus_bilunulatus,,KOR,Crescent-banded wrasse,Crescent-banded wrasse,Actinopterygii,Perciformes,Labridae,Bodianus,bilunulatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,3,160,Tropical,55,Small (<30 cm),NA,NA,3.4,20.3,1.9,1.5,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,8,
Boreogadus_saida,,CAN,Cod,Polar Cod,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,400,Polar,30,Small (<30 cm),0.00437,3.17,3.1,NA,NA,0.25,0.37,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Brama_japonica,,KOR,Pacific pomfret,Pacific pomfret,Actinopterygii,Perciformes,Bramidae,Brama,japonica,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic,271,620,Subtropical,61,Medium (30-90 cm),0.01862,2.94,4.4,18.9,2.6,0.4,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,10,
Branchiostegus_japonicus,,JPN/KOR,Blanquillo,Blanquillo,Actinopterygii,Perciformes,Branchiostegidae,Branchiostegus,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,30,200,Tropical,46,Medium (30-90 cm),NA,NA,3.4,18.45,1.9,0.45,0.3,27,2.1,1,97.5,0.8,0.81,0.83,0.68,0.13,52,NA,NA,30,average of two from different FCTs
Caesio_xanthonota,,,Yellowtail; fusilier; raw,Yellowback Fusilier,Actinopterygii,Perciformes,Caesionidae,Caesio,xanthonota,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,0,50,Tropical,40,Small (<30 cm),0.01072,3.08,3.4,21.1,0.8,0.4,0.4,19,0.41,NA,93,NA,NA,NA,NA,NA,5,NA,NA,19,
Callanthias_japonicus,,KOR,Yellowtail red bass,Yellowtail red bass,Actinopterygii,Perciformes,Callanthiidae,Callanthias,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,70,200,Temperate,20,Small (<30 cm),0.00977,3.07,3.4,17.3,2.1,0.7,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,17,
Callionymus_japonicus,Calliurichthys_japonicus,KOR,Dragonet,Dragonet,Actinopterygii,Perciformes,Callionymidae,Callionymus,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,,5,208,Subtropical,20,Small (<30 cm),0.00871,2.83,3.4,16.5,0.6,1.3,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,5,
Caranx_sexfasciatus,,KOR,Six-bed jack,Six-bed jack,Actinopterygii,Perciformes,Carangidae,Caranx,sexfasciatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,0,146,Tropical,120,Medium (30-90 cm),NA,NA,4.5,24,1.1,1.7,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,5,
Carassius_auratus,,JPN/KOR,Crucian carp,Crucian carp,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,0,20,Subtropical,48,Small (<30 cm),0.01412538,3.02,2.78,18.15,2.15,1.95,1.9,12,5.5,4,97.5,0.52,0.72,0.69,0.5,0.12,64,NA,NA,9.5,average of two from different FCTs
Catla_catla,,BGD,Catla; raw,Catla,Actinopterygii,Cypriniformes,Cyprinidae,Catla,catla,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,5,NA,Subtropical,182,Large (>=90 cm),0.00955,3.07,2.8,19.9,2.6,0.6,0.48,3,NA,0,103,NA,NA,NA,NA,NA,NA,1667,NA,3,
Cephalopholis_miniata,,,Cod; coral,Coral Hind,Actinopterygii,Perciformes,Serranidae,Cephalopholis,miniata,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,2,150,Tropical,50,Small (<30 cm),0.01202,3.04,4.3,18.4,0.5,0.4,0.4,0,1,NA,81,NA,NA,NA,NA,NA,37,NA,NA,13,
Channa_punctata,,BGD,Spotted snakehead; raw,Spotted Snakehead,Actinopterygii,Perciformes,Channidae,Channa,punctatus,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Tropical,31,Small (<30 cm),0.01072,2.97,3.8,17.3,2.4,1.5,1.08,191,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,91,
Channa_striata,,BGD,Striped snake-head; raw,Striped Snakehead,Actinopterygii,Perciformes,Channidae,Channa,striata,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,1,10,Tropical,100,Medium (30-90 cm),0.01,2.96,3.4,17.7,3.3,1,0.31,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,One with bones selected
Nemadactylus_bergi,Cheilodactylus_bergi,ARG,Casta_eta; fresh; raw; meat,Castaneda,Actinopterygii,Perciformes,Cheilodactylidae,Cheilodactylus,bergi,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Subtropical,39.5,Small (<30 cm),0.01,3.01,3.2,18.4,2.3,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheilopogon_agoo,,KOR,"Flying fish, raw",Japanese flying fish,Actinopterygii,Beloniformes,Exocoetidae,Cypselurus,agoo,agoo,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,NA,Subtropical,35,Small (<30 cm),0.00417,3.12,3.4,22.2,0.5,0.9,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,5,
Chelidonichthys_spinosus,,JPN/KOR,Bluefin searobin,Bluefin searobin,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,spinosus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,25,615,Tropical,40,Small (<30 cm),NA,NA,3.79,19.75,2.6,0.5,0.5,9,2.2,3,108,0.96,1.04,0.85,0.73,0.12,55,NA,NA,9.5,average of two from different FCTs
Chelidoperca_hirundinacea,,KOR,Princess small porgy,Princess  porgy,Actinopterygii,Perciformes,Serranidae,Chelidoperca,hirundinacea,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,80,200,Tropical,15,Small (<30 cm),0.01072,3.06,4,20.1,0.6,1.5,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,6,
Chelon_parsia,,BGD,Mullet; Gold spot; raw,Goldspot Mullet,Actinopterygii,Mugiliformes,Mugilidae,Chelon,parsia,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,10,NA,Tropical,16,Small (<30 cm),0.01148,2.99,2,18.7,5,2.1,1.43,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Chirolophis_japonicus,,KOR,Fringed blenny,Fringed blenny,Actinopterygii,Perciformes,Stichaeidae,Chirolophis,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Temperate,55,Medium (30-90 cm),0.00389,3.12,3.6,17.2,0.1,0.6,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,14,
Chitala_chitala,,BGD,Clown knife fish; without bones; raw,Clown Knifefish,Actinopterygii,Osteoglossiformes,Notopteridae,Chitala,chitala,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Tropical,122,Medium (30-90 cm),NA,NA,3.7,17.8,2.8,1.6,0.61,30,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,30,
Choerodon_azurio,,KOR,Razor fish,Azurio tuskfish,Actinopterygii,Perciformes,Labridae,Choerodon,azurio,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,8,50,Subtropical,40,Small (<30 cm),0.0166,3.03,3.5,20.3,0.5,0.7,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,6,
Chromis_notata,,KOR,Demoiselles,Pearl-spot chromis,Actinopterygii,Perciformes,Pomacentridae,Chromis,notata,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,2,15,Subtropical,17,Small (<30 cm),0.01778,3,3.4,19.5,0.4,0.7,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,21,
Cirrhinus_cirrhosus,,BGD,Mrigal carp; eyes included; raw,Mrigal Carp,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,cirrhosus,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,5,NA,Tropical,100,Medium (30-90 cm),0.00851,3,2.4,18.6,3,1.8,0.29,11,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,11,
Clarias_anguillaris,,,Mudfish/African catfish; raw,Mudfish,Actinopterygii,Siluriformes,Clariidae,Clarias,anguillaris,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,1,NA,Tropical,100,Medium (30-90 cm),0.00741,3.03,3.4,25.8,1.8,1.4,0.8,16,2.6,1.3,120,NA,NA,NA,NA,NA,NA,NA,NA,16,
Clarias_batrachus,,BGD/KHM,Catfish; gunther's walking; raw,Philippine Catfish,Actinopterygii,Siluriformes,Clariidae,Clarias,batrachus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,1,NA,Tropical,47,Small (<30 cm),0.00794,2.95,3.4,10.925,4.6,0.8,0.53,15,NA,NA,103,NA,NA,NA,NA,NA,NA,1378,NA,10,average of two from different FCTs
Cleisthenes_pinetorum,,KOR,Pointhead flounder,Pointhead flounder,Actinopterygii,Pleuronectiformes,Pleuronectidae,Cleisthenes,pinetorum,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,50,200,Temperate,NA,,0.00631,3.12,3.4,18.1,0.6,4,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Clidoderma_asperrimum,,KOR,Roughscale sole,Roughscale sole,Actinopterygii,Pleuronectiformes,Pleuronectidae,Clidoderma,asperrimum,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,15,1900,Temperate,62,Medium (30-90 cm),0.00912,3.13,3.8,17.4,0.2,0.6,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,4,
Clupea_harengus,,USA/XXX,Fish; herring; Atlantic; raw,Atlantic Herring,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,harengus,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,0,364,Temperate,45,Small (<30 cm),0.00646,3.05,3.4,17.96,8.72,1.1,0.99,NA,NA,9.5,158,2.04,3.736,2.133,NA,NA,NA,NA,NA,NA,average of two from different FCTs
Clupea_pallasii_pallasii,,JPN/KOR,"Pacific herring, raw",Pacific herring,Actinopterygii,Clupeiformes,Clupeidae,Clupea,pallasii,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,475,Temperate,46,Small (<30 cm),0.00759,3.07,3.2,16.85,15.1,0.9,1.1,18,17.4,22,214.5,2.97,7.18,2.39,2.13,0.26,68,NA,NA,43.5,average of two from different FCTs
